z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
79,117,Au,4,162.56,0.04,2- 3-,0.0,0.0,,2-,2,162.6,0.1,100.0,30.0,M1,,,,,,,,,,,1.82,,1-Jan-2006,Huang Xiaolong,2026-01-29
79,117,Au,5,166.4,0.04,1- 2-,2.0,41.6,0.3,0- 1- 2-,0,124.5,0.1,4.4,1.2,M1,,,,,,,0.0006,,,,3.88,,1-Jan-2006,Huang Xiaolong,2026-01-29
79,117,Au,5,166.4,0.04,1- 2-,1.0,6.48,0.04,1-,1,159.8,0.1,1.0,,,,,,,,,,,,,,,1-Jan-2006,Huang Xiaolong,2026-01-29
79,118,Au,1,77.351,0.002,1/2+,0.0,0.0,,3/2+,0,77.351,0.002,100.0,,M1+E2,-0.368,0.014,,,35.0,,0.00409,,,,4.36,0.14,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2026-01-29
79,118,Au,2,268.788,0.01,3/2+,1.0,77.351,0.002,1/2+,0,191.437,0.01,100.0,3.0,M1+E2,0.14,0.01,,,18.0,,0.089,,,,1.174,0.002,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2026-01-29
79,118,Au,2,268.788,0.01,3/2+,0.0,0.0,,3/2+,1,268.78,0.05,6.2,0.3,E2(+M1),3.4,,,,18.5,,0.00018,,,,0.147,0.003,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2026-01-29
79,118,Au,3,279.0,0.05,5/2+,1.0,77.351,0.002,1/2+,0,201.6,0.3,1.5,0.09,E2,,,,,14.4,,,,,,0.37,,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2026-01-29
79,118,Au,3,279.0,0.05,5/2+,0.0,0.0,,3/2+,1,279.01,0.05,100.0,5.0,M1+E2,-0.4,0.04,,,26.0,,0.034,,,,0.38,0.007,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2026-01-29
79,118,Au,4,409.15,0.08,11/2-,3.0,279.0,0.05,5/2+,0,130.2,0.1,100.0,4.0,E3,,,,,,,,,,,30.3,,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2026-01-29
79,119,Au,1,55.1812,0.0006,1-,0.0,0.0,,2-,0,55.181,0.001,100.0,,M1+E2,0.23,0.02,,,,,,,,,10.9,0.7,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2026-01-29
79,119,Au,2,91.0059,0.0008,0-,1.0,55.1812,0.0006,1-,0,35.819,0.003,88.0,3.0,M1,,,,,,,,,,,26.3,,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2026-01-29
79,119,Au,2,91.0059,0.0008,0-,0.0,0.0,,2-,1,91.002,0.002,100.0,20.0,E2,,,,,,,,,,,7.75,,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2026-01-29
79,119,Au,3,192.9441,0.0006,1-,2.0,91.0059,0.0008,0-,0,101.936,0.001,100.0,5.0,M1,,,,,,,0.0032,,,,6.87,,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2026-01-29
79,119,Au,3,192.9441,0.0006,1-,1.0,55.1812,0.0006,1-,1,137.763,0.001,18.7,0.8,M1,,,,,,,0.00024,,,,2.91,,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2026-01-29
79,119,Au,3,192.9441,0.0006,1-,0.0,0.0,,2-,2,192.946,0.001,45.2,0.5,E2,,,,,2.2,,,,,,0.424,,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2026-01-29
79,120,Au,1,77.1942,0.0019,1/2+,0.0,0.0,,3/2+,0,77.16,0.019,100.0,,M1+E2,0.22,,,,24.0,,0.0078,,,,3.5,0.4,15-Oct-2006,BALRAJ SINGH,2026-01-29
79,120,Au,2,317.0569,0.0018,5/2+,1.0,77.1942,0.0019,1/2+,0,239.864,0.002,3.33,0.09,[E2],,,,,5.4,,,,,,0.207,,15-Oct-2006,BALRAJ SINGH,2026-01-29
79,120,Au,2,317.0569,0.0018,5/2+,0.0,0.0,,3/2+,1,317.056,0.003,100.0,0.3,M1+E2,-0.6,0.1,,,7.1,,0.0065,,,,0.241,0.014,15-Oct-2006,BALRAJ SINGH,2026-01-29
79,120,Au,3,323.6509,0.0019,3/2+,1.0,77.1942,0.0019,1/2+,0,246.456,0.001,100.0,0.5,M1(+E2),0.45,,,,41.0,,0.007,,,,0.56,0.03,15-Oct-2006,BALRAJ SINGH,2026-01-29
79,120,Au,3,323.6509,0.0019,3/2+,0.0,0.0,,3/2+,1,323.663,0.003,10.5,0.2,[M1 E2],,,,,,,,,,,0.18,0.1,15-Oct-2006,BALRAJ SINGH,2026-01-29
79,120,Au,4,493.7729,0.002,(7/2)+,3.0,323.6509,0.0019,3/2+,0,170.6,1.0,0.4,0.2,[E2],,,,,6.0,,,,,,0.664,,15-Oct-2006,BALRAJ SINGH,2026-01-29
79,121,Au,1,59.98,0.03,,0.0,0.0,,(1-),0,60.0,0.04,100.0,,,,,,,,,,,,,,,1-Aug-2023,F.G. KONDEV,2026-01-29
79,121,Au,2,76.22,0.04,,0.0,0.0,,(1-),0,76.2,0.05,100.0,,,,,,,,,,,,,,,1-Aug-2023,F.G. KONDEV,2026-01-29
79,121,Au,3,103.65,0.04,,2.0,76.22,0.04,,0,27.48,0.1,3.8,1.1,,,,,,,,,,,,,,1-Aug-2023,F.G. KONDEV,2026-01-29
79,121,Au,3,103.65,0.04,,1.0,59.98,0.03,,1,43.67,0.04,78.0,4.0,,,,,,,,,,,,,,1-Aug-2023,F.G. KONDEV,2026-01-29
79,121,Au,3,103.65,0.04,,0.0,0.0,,(1-),2,103.6,0.09,100.0,5.0,,,,,,,,,,,,,,1-Aug-2023,F.G. KONDEV,2026-01-29
79,121,Au,4,166.0,0.13,,0.0,0.0,,(1-),0,166.0,0.2,100.0,,,,,,,,,,,,,,,1-Aug-2023,F.G. KONDEV,2026-01-29
79,122,Au,3,553.0,1.0,(7/2+),0.0,0.0,,3/2+,0,553.0,1.0,100.0,,,,,,,,,,,,,,,20-Sep-2022,F.G. KONDEV,2026-01-29
79,122,Au,4,594.0,5.0,11/2-,3.0,553.0,1.0,(7/2+),0,41.0,5.0,100.0,,[M2],,,,,,,,,0.021,,1100.0,900.0,20-Sep-2022,F.G. KONDEV,2026-01-29
79,122,Au,10,1232.0,6.0,(15/2-),4.0,594.0,5.0,11/2-,0,638.0,0.5,100.0,,,,,,,,,,,,,,,20-Sep-2022,F.G. KONDEV,2026-01-29
79,122,Au,15,1610.0,6.0,(19/2+),10.0,1232.0,6.0,(15/2-),0,378.2,0.5,100.0,,(M2),,,,,,,,,0.013,,0.601,0.009,20-Sep-2022,F.G. KONDEV,2026-01-29
79,122,Au,18,1760.0,20.0,,0.0,0.0,,3/2+,0,1760.0,20.0,100.0,,,,,,,,,,,,,,,20-Sep-2022,F.G. KONDEV,2026-01-29
79,123,Au,6,414.2,0.5,,1.0,0.0,,,0,414.2,0.5,100.0,,,,,,,,,,,,,,,1-Sep-2023,F.G. KONDEV,2026-01-29
79,123,Au,9,552.0,0.7,,6.0,414.2,0.5,,0,137.8,0.5,100.0,,,,,,,,,,,,,,,1-Sep-2023,F.G. KONDEV,2026-01-29
79,124,Au,1,39.0,0.9,1/2+,0.0,0.0,,3/2+,0,39.0,0.9,100.0,,,,,,,,,,,,,,,4-Jul-2021,F.G. KONDEV,2026-01-29
79,124,Au,2,385.0,2.0,3/2+,0.0,0.0,,3/2+,0,385.0,2.0,100.0,,,,,,,,,,,,,,,4-Jul-2021,F.G. KONDEV,2026-01-29
79,124,Au,3,563.3,0.3,(7/2+),0.0,0.0,,3/2+,0,563.3,0.3,100.0,,,,,,,,,,,,,,,4-Jul-2021,F.G. KONDEV,2026-01-29
79,124,Au,4,641.0,3.0,11/2-,3.0,563.3,0.3,(7/2+),0,78.0,3.0,100.0,,[M2],,,,,,,,,0.036,,61.0,11.0,4-Jul-2021,F.G. KONDEV,2026-01-29
79,124,Au,7,874.0,5.0,(3/2+),3.0,563.3,0.3,(7/2+),0,311.0,5.0,100.0,,,,,,,,,,,,,,,4-Jul-2021,F.G. KONDEV,2026-01-29
79,124,Au,8,976.8,1.6,(1/2+),0.0,0.0,,3/2+,0,976.8,1.6,100.0,,,,,,,,,,,,,,,4-Jul-2021,F.G. KONDEV,2026-01-29
79,126,Au,1,907.0,5.0,(11/2-),0.0,0.0,,(3/2+),0,907.0,5.0,,,(M4),,,,,,,,,,,0.177,0.005,20-Apr-2020,F.G. KONDEV,2026-01-29
79,126,Au,2,1643.93,0.24,(11/2-),1.0,907.0,5.0,(11/2-),0,736.9,0.3,100.0,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2026-01-29
79,126,Au,3,1853.06,0.25,(15/2-),1.0,907.0,5.0,(11/2-),0,946.1,0.3,100.0,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2026-01-29
79,126,Au,4,1887.22,0.24,(13/2-),2.0,1643.93,0.24,(11/2-),0,243.4,0.5,18.0,8.0,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2026-01-29
79,126,Au,4,1887.22,0.24,(13/2-),1.0,907.0,5.0,(11/2-),1,980.2,0.3,100.0,8.0,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2026-01-29
79,126,Au,5,2815.51,0.25,(15/2+),4.0,1887.22,0.24,(13/2-),0,928.3,0.3,23.0,2.0,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2026-01-29
80,92,Hg,1,672.8,0.4,(2+),0.0,0.0,,0+,0,672.8,0.4,100.0,,,,,,,,,,,,,,,15-Mar-2010,TIBOR KIBEDI AND CORAL M. BAGLIN,2026-01-29
80,92,Hg,2,1518.6,0.5,(4+),1.0,672.8,0.4,(2+),0,845.8,0.3,100.0,,,,,,,,,,,,,,,15-Mar-2010,TIBOR KIBEDI AND CORAL M. BAGLIN,2026-01-29
80,92,Hg,3,2278.6,0.8,(6+),2.0,1518.6,0.5,(4+),0,760.0,0.6,100.0,,,,,,,,,,,,,,,15-Mar-2010,TIBOR KIBEDI AND CORAL M. BAGLIN,2026-01-29
80,93,Hg,2,721.0,,(13/2-),1.0,0.0,,(9/2-),0,721.0,,100.0,,,,,,,,,,,,,,,15-AUG-2015,J. Tuli,2026-01-29
80,93,Hg,3,1454.0,,(17/2-),2.0,721.0,,(13/2-),0,733.0,,100.0,,,,,,,,,,,,,,,15-AUG-2015,J. Tuli,2026-01-29
80,93,Hg,4,2029.0,,(21/2-),3.0,1454.0,,(17/2-),0,575.0,,100.0,,,,,,,,,,,,,,,15-AUG-2015,J. Tuli,2026-01-29
80,95,Hg,1,80.0,1.0,(9/2-),0.0,0.0,,(7/2-),0,80.0,,,,(M1),,,,,,,,,,,2.74,0.11,31-AUG-2009,BALRAJ SINGH,2026-01-29
80,95,Hg,2,494.0,2.0,(13/2+),1.0,80.0,1.0,(9/2-),0,414.0,,,,M2,,,,,,,,,0.174,,0.38,0.006,31-AUG-2009,BALRAJ SINGH,2026-01-29
80,95,Hg,3,731.0,2.0,(13/2-),1.0,80.0,1.0,(9/2-),0,651.0,,,,,,,,,,,,,,,,,31-AUG-2009,BALRAJ SINGH,2026-01-29
80,95,Hg,4,1181.0,2.0,(17/2+),2.0,494.0,2.0,(13/2+),0,687.0,,,,,,,,,,,,,,,,,31-AUG-2009,BALRAJ SINGH,2026-01-29
80,95,Hg,5,1909.0,2.0,(21/2+),4.0,1181.0,2.0,(17/2+),0,728.0,,,,,,,,,,,,,,,,,31-AUG-2009,BALRAJ SINGH,2026-01-29
80,95,Hg,6,2523.0,2.0,(25/2+),5.0,1909.0,2.0,(21/2+),0,614.0,,,,,,,,,,,,,,,,,31-AUG-2009,BALRAJ SINGH,2026-01-29
80,96,Hg,1,613.3,1.0,2+,0.0,0.0,,0+,0,613.3,,100.0,,,,,,,,,,,,,,,15-Sep-2005,M.S. BASUNIA,2026-01-29
80,96,Hg,2,1369.7,1.5,4+,1.0,613.3,1.0,2+,0,756.4,,100.0,,,,,,,,,,,,,,,15-Sep-2005,M.S. BASUNIA,2026-01-29
80,96,Hg,3,1920.7,1.8,6+,2.0,1369.7,1.5,4+,0,551.0,,100.0,,,,,,,,,,,,,,,15-Sep-2005,M.S. BASUNIA,2026-01-29
80,96,Hg,4,2373.9,2.0,(8+),3.0,1920.7,1.8,6+,0,453.2,,100.0,,,,,,,,,,,,,,,15-Sep-2005,M.S. BASUNIA,2026-01-29
80,96,Hg,5,2450.6,2.0,,3.0,1920.7,1.8,6+,0,529.9,,100.0,,,,,,,,,,,,,,,15-Sep-2005,M.S. BASUNIA,2026-01-29
80,96,Hg,6,2851.5,2.3,,5.0,2450.6,2.0,,0,400.9,,100.0,,,,,,,,,,,,,,,15-Sep-2005,M.S. BASUNIA,2026-01-29
80,97,Hg,1,77.2,0.5,9/2-,0.0,0.0,,7/2-,0,77.2,0.5,100.0,,M1,,,,,,,,,,,3.04,0.08,30-Aug-2019,F.G. KONDEV,2026-01-29
80,97,Hg,2,323.2,1.2,13/2+,1.0,77.2,0.5,9/2-,0,246.0,1.0,100.0,,M2,,,,,,,,,0.198,,2.67,0.06,30-Aug-2019,F.G. KONDEV,2026-01-29
80,97,Hg,3,698.2,1.2,(13/2-),1.0,77.2,0.5,9/2-,0,621.0,1.0,100.0,,[E2],,,,,,,,,,,0.01628,,30-Aug-2019,F.G. KONDEV,2026-01-29
80,97,Hg,4,961.2,1.5,(17/2+),2.0,323.2,1.2,13/2+,0,638.0,1.0,100.0,,[E2],,,,,,,,,,,0.01533,,30-Aug-2019,F.G. KONDEV,2026-01-29
80,97,Hg,5,1162.2,1.5,(17/2-),3.0,698.2,1.2,(13/2-),0,464.0,1.0,100.0,,[E2],,,,,,,,,,,0.0324,,30-Aug-2019,F.G. KONDEV,2026-01-29
80,97,Hg,6,1496.2,1.8,(21/2+),4.0,961.2,1.5,(17/2+),0,535.0,1.0,100.0,,[E2],,,,,,,,,,,0.0229,,30-Aug-2019,F.G. KONDEV,2026-01-29
80,98,Hg,1,558.0,0.2,2+,0.0,0.0,,0+,0,558.0,0.2,,,E2,,,,,,,,,,,0.0208,,31-May-2008,E. Achterberg and  O.A. Capurro and  G.V. Marti,2026-01-29
80,98,Hg,2,1012.4,0.3,4+,1.0,558.0,0.2,2+,0,454.4,0.2,,,E2,,,,,,,,,,,0.0341,,31-May-2008,E. Achterberg and  O.A. Capurro and  G.V. Marti,2026-01-29
80,98,Hg,3,1346.9,0.4,6+,2.0,1012.4,0.3,4+,0,334.5,0.2,,,E2,,,,,,,,,,,0.0775,,31-May-2008,E. Achterberg and  O.A. Capurro and  G.V. Marti,2026-01-29
80,98,Hg,4,1357.8,0.6,(3-),1.0,558.0,0.2,2+,0,799.7,0.6,,,(E1),,,,,,,,,,,0.00348,,31-May-2008,E. Achterberg and  O.A. Capurro and  G.V. Marti,2026-01-29
80,98,Hg,5,1447.2,0.6,3-,1.0,558.0,0.2,2+,0,889.1,0.6,,,E1,,,,,,,,,,,0.00286,,31-May-2008,E. Achterberg and  O.A. Capurro and  G.V. Marti,2026-01-29
80,98,Hg,6,1743.5,0.5,8+,3.0,1346.9,0.4,6+,0,396.6,0.4,,,E2,,,,,,,,,,,0.0485,,31-May-2008,E. Achterberg and  O.A. Capurro and  G.V. Marti,2026-01-29
80,99,Hg,2,60.6,0.2,(9/2-),0.0,0.0,,(7/2-),0,60.6,0.2,100.0,,M1(+E2),0.054,,,,,,,,,,6.23,0.13,15-Nov-2008,Coral M. BAGLIN,2026-01-29
80,99,Hg,3,120.88,0.25,(9/2-),0.0,0.0,,(7/2-),0,121.0,0.3,100.0,,[M1],,,,,,,,,,,4.58,0.08,15-Nov-2008,Coral M. BAGLIN,2026-01-29
80,99,Hg,4,171.4,0.4,(13/2+),2.0,60.6,0.2,(9/2-),0,110.8,0.3,100.0,,M2,,,,,,,,,0.19,,46.0,0.8,15-Nov-2008,Coral M. BAGLIN,2026-01-29
80,99,Hg,6,217.0,,(3/2-),0.0,0.0,,(7/2-),0,217.0,,100.0,,E2,,,,,,,,,,,0.296,,15-Nov-2008,Coral M. BAGLIN,2026-01-29
80,99,Hg,7,307.23,0.14,(11/2+),4.0,171.4,0.4,(13/2+),0,136.2,0.3,100.0,,M1+E2,,,,,,,,,,,2.4,0.9,15-Nov-2008,Coral M. BAGLIN,2026-01-29
80,99,Hg,8,326.5,0.4,(9/2 11/2-),3.0,120.88,0.25,(9/2-),0,205.0,,,,,,,,,,,,,,,,,15-Nov-2008,Coral M. BAGLIN,2026-01-29
80,100,Hg,1,419.8,0.4,0+,0.0,0.0,,0+,0,420.0,3.0,,,E0,,,,,,,,,,,,,1-Feb-2015,E.A. MCCUTCHAN,2026-01-29
80,100,Hg,2,434.24,0.11,2+,0.0,0.0,,0+,0,434.24,0.12,100.0,,E2,,,,,49.0,,,,,,0.0383,,1-Feb-2015,E.A. MCCUTCHAN,2026-01-29
80,100,Hg,3,601.6,0.13,2+,2.0,434.24,0.11,2+,0,167.0,0.2,13.6,0.8,E0(+M1 E2),,,,,,,,,,,3.5,0.4,1-Feb-2015,E.A. MCCUTCHAN,2026-01-29
80,100,Hg,3,601.6,0.13,2+,1.0,419.8,0.4,0+,1,181.8,0.5,0.66,0.04,[E2],,,,,,,,,,,0.545,0.01,1-Feb-2015,E.A. MCCUTCHAN,2026-01-29
80,100,Hg,3,601.6,0.13,2+,0.0,0.0,,0+,2,601.6,0.2,100.0,5.0,[E2],,,,,,,,,,,0.01748,,1-Feb-2015,E.A. MCCUTCHAN,2026-01-29
80,100,Hg,4,706.27,0.14,4+,3.0,601.6,0.13,2+,0,104.7,0.5,2.6,0.7,[E2],,,,,770.0,,,,,,4.57,0.12,1-Feb-2015,E.A. MCCUTCHAN,2026-01-29
80,101,Hg,3,64.0,,3/2-,0.0,0.0,,1/2-,0,64.0,,,,[E2],,,,,,,,,,,,,31-Aug-2005,S. -C. WU,2026-01-29
80,101,Hg,5,80.5,1.0,(5/2-),0.0,0.0,,1/2-,0,80.5,,,,,,,,,,,,,,,,,31-Aug-2005,S. -C. WU,2026-01-29
80,101,Hg,7,248.4,1.0,(11/2-),6.0,90.7,1.3,(9/2-),0,157.7,,,,,,,,,,,,,,,,,31-Aug-2005,S. -C. WU,2026-01-29
80,101,Hg,7,248.4,1.0,(11/2-),1.0,0.0,,(7/2-),1,248.4,,,,,,,,,,,,,,,,,31-Aug-2005,S. -C. WU,2026-01-29
80,101,Hg,8,263.9,1.5,(9/2-),5.0,80.5,1.0,(5/2-),0,183.4,,,,,,,,,,,,,,,,,31-Aug-2005,S. -C. WU,2026-01-29
80,101,Hg,9,269.0,,3/2-,3.0,64.0,,3/2-,0,205.0,1.0,,,M1,,,,,,,,,,,,,31-Aug-2005,S. -C. WU,2026-01-29
80,102,Hg,1,328.0,12.0,(0+),0.0,0.0,,0+,0,328.0,,,,(E0),,,,,,,,,,,,,15-Jul-2015,BALRAJ SINGH,2026-01-29
80,102,Hg,2,351.7,0.3,2+,0.0,0.0,,0+,0,351.7,0.3,100.0,,E2,,,,,55.0,,,,,,0.0672,,15-Jul-2015,BALRAJ SINGH,2026-01-29
80,102,Hg,3,548.3,0.5,2+,2.0,351.7,0.3,2+,0,196.0,,8.8,3.2,E0+M1+E2,,,,,,,,,,,4.7,1.3,15-Jul-2015,BALRAJ SINGH,2026-01-29
80,102,Hg,3,548.3,0.5,2+,,,,,1,213.0,,6.5,2.3,[E2],,,,,90.0,,,,,,0.315,,15-Jul-2015,BALRAJ SINGH,2026-01-29
80,102,Hg,3,548.3,0.5,2+,0.0,0.0,,0+,2,548.3,0.5,100.0,,[E2],,,,,12.0,,,,,,0.0217,,15-Jul-2015,BALRAJ SINGH,2026-01-29
80,102,Hg,4,613.2,0.4,4+,2.0,351.7,0.3,2+,0,261.5,0.3,100.0,,E2,,,,,253.0,,,,,,0.162,,15-Jul-2015,BALRAJ SINGH,2026-01-29
80,103,Hg,2,67.16,0.23,3/2-,0.0,0.0,,1/2-,0,67.1,0.3,100.0,,E2,,,,,12.0,,,,,,32.7,0.9,15-Apr-2015,CORAL M. BAGLIN,2026-01-29
80,103,Hg,3,86.8,0.4,5/2-,0.0,0.0,,1/2-,0,86.5,0.5,100.0,,(E2),,,,,,,,,,,10.3,0.3,15-Apr-2015,CORAL M. BAGLIN,2026-01-29
80,103,Hg,4,104.93,0.16,9/2-,1.0,0.0,,7/2-,0,104.9,0.2,100.0,,,,,,,,,,,,,,,15-Apr-2015,CORAL M. BAGLIN,2026-01-29
80,103,Hg,6,251.57,0.16,(11/2-),4.0,104.93,0.16,9/2-,0,146.6,0.2,29.0,6.0,(M1),,,,,,,,,,,2.65,,15-Apr-2015,CORAL M. BAGLIN,2026-01-29
80,103,Hg,6,251.57,0.16,(11/2-),1.0,0.0,,7/2-,1,251.6,0.2,100.0,11.0,,,,,,,,,,,,,,15-Apr-2015,CORAL M. BAGLIN,2026-01-29
80,103,Hg,7,261.6,0.3,7/2-,3.0,86.8,0.4,5/2-,0,174.7,0.3,27.0,13.0,,,,,,,,,,,,,,15-Apr-2015,CORAL M. BAGLIN,2026-01-29
80,104,Hg,1,366.78,0.09,2+,0.0,0.0,,0+,0,366.8,0.1,100.0,,E2,,,,,62.0,,,,,,0.0599,,1-Oct-2009,CORAL M. BAGLIN,2026-01-29
80,104,Hg,2,375.14,0.17,0+,0.0,0.0,,0+,0,375.1,0.3,,,E0,,,,,,,,,,,,,1-Oct-2009,CORAL M. BAGLIN,2026-01-29
80,104,Hg,3,534.42,0.08,2+,2.0,375.14,0.17,0+,0,159.3,0.2,18.0,,[E2],,,,,,,,,,,0.88,,1-Oct-2009,CORAL M. BAGLIN,2026-01-29
80,104,Hg,3,534.42,0.08,2+,1.0,366.78,0.09,2+,1,167.6,0.2,36.0,10.0,E0+M1+E2,,,,,,,,,,,1.8,,1-Oct-2009,CORAL M. BAGLIN,2026-01-29
80,104,Hg,3,534.42,0.08,2+,0.0,0.0,,0+,2,534.4,0.1,100.0,29.0,(E2),,,,,,,,,,,0.023,,1-Oct-2009,CORAL M. BAGLIN,2026-01-29
80,104,Hg,4,653.77,0.11,4+,3.0,534.42,0.08,2+,0,119.4,0.3,1.32,0.24,[E2],,,,,190.0,,,,,,2.67,0.05,1-Oct-2009,CORAL M. BAGLIN,2026-01-29
80,105,Hg,1,26.1,0.5,3/2-,0.0,0.0,,1/2-,0,26.1,0.5,100.0,,M1+E2,1.3,0.6,,,,,,,,,2200.0,500.0,1-Nov-2005,S. -C. WU,2026-01-29
80,105,Hg,2,34.0,8.0,(7/2)-,1.0,26.1,0.5,3/2-,0,8.0,8.0,,,,,,,,,,,,,,,,1-Nov-2005,S. -C. WU,2026-01-29
80,105,Hg,3,96.0,1.0,(5/2)-,0.0,0.0,,1/2-,0,96.0,1.0,,,(Q),,,,,,,,,,,6.69,,1-Nov-2005,S. -C. WU,2026-01-29
80,105,Hg,4,99.3,0.5,13/2+,2.0,34.0,8.0,(7/2)-,0,65.3,0.5,100.0,,E3,,,,,,,,,,,1610.0,,1-Nov-2005,S. -C. WU,2026-01-29
80,105,Hg,5,141.0,0.4,(9/2)-,2.0,34.0,8.0,(7/2)-,0,107.2,0.5,100.0,,(D+Q),,,,,,,,,,,,,1-Nov-2005,S. -C. WU,2026-01-29
80,105,Hg,7,280.7,0.4,(11/2)-,5.0,141.0,0.4,(9/2)-,0,139.9,0.5,21.0,,D+Q,,,,,,,,,,,,,1-Nov-2005,S. -C. WU,2026-01-29
80,106,Hg,1,405.33,0.13,2+,0.0,0.0,,0+,0,405.3,0.14,100.0,,E2,,,,,71.3,,,,,,0.0458,,1-Mar-2022,J. C. Batchelder and A. M. Hurst and  M. S. Basunia,2026-01-29
80,106,Hg,2,522.9,0.3,0+,0.0,0.0,,0+,0,522.5,0.7,,,E0,,,,,,,,,,,,,1-Mar-2022,J. C. Batchelder and A. M. Hurst and  M. S. Basunia,2026-01-29
80,106,Hg,3,621.07,0.16,2+,2.0,522.9,0.3,0+,0,98.2,0.7,15.0,8.0,[E2],,,,,500.0,,,,,,6.0,0.2,1-Mar-2022,J. C. Batchelder and A. M. Hurst and  M. S. Basunia,2026-01-29
80,106,Hg,3,621.07,0.16,2+,1.0,405.33,0.13,2+,1,215.53,0.17,100.0,10.0,E0+M1+E2,,,,,,,,,,,3.5,0.5,1-Mar-2022,J. C. Batchelder and A. M. Hurst and  M. S. Basunia,2026-01-29
80,106,Hg,3,621.07,0.16,2+,0.0,0.0,,0+,2,621.3,0.3,18.0,1.8,,,,,,,,,,,,,,1-Mar-2022,J. C. Batchelder and A. M. Hurst and  M. S. Basunia,2026-01-29
80,106,Hg,4,807.96,0.16,4+,3.0,621.07,0.16,2+,0,186.4,0.4,5.0,1.0,(E2),,,,,480.0,,,,,,0.498,,1-Mar-2022,J. C. Batchelder and A. M. Hurst and  M. S. Basunia,2026-01-29
80,107,Hg,2,161.57,0.24,(9/2+),1.0,0.0,,13/2(+),0,161.5,0.3,100.0,,[E2],,,,,1.32,,,,,,0.859,,1-Nov-2008,M. S. Basunia,2026-01-29
80,107,Hg,3,167.3,0.4,(11/2+),1.0,0.0,,13/2(+),0,167.3,0.5,100.0,,D+Q,,,,,,,,,,,,,1-Nov-2008,M. S. Basunia,2026-01-29
80,107,Hg,4,401.8,0.4,(13/2+),3.0,167.3,0.4,(11/2+),0,234.5,0.5,100.0,,D+Q,,,,,,,,,,,,,1-Nov-2008,M. S. Basunia,2026-01-29
80,107,Hg,5,424.0,0.3,(17/2+),1.0,0.0,,13/2(+),0,424.0,0.3,100.0,,E2,,,,,,,,,,,,,1-Nov-2008,M. S. Basunia,2026-01-29
80,107,Hg,6,437.0,0.4,(15/2+),1.0,0.0,,13/2(+),0,437.0,0.5,100.0,,M1+E2,,,,,,,,,,,,,1-Nov-2008,M. S. Basunia,2026-01-29
80,107,Hg,7,535.6,0.4,(15/2+),4.0,401.8,0.4,(13/2+),0,133.8,0.5,11.0,7.0,D+Q,,,,,,,,,,,,,1-Nov-2008,M. S. Basunia,2026-01-29
80,108,Hg,1,412.91,0.08,2+,0.0,0.0,,0+,0,412.9,0.1,100.0,,E2,,,,,54.0,,,,,,0.0436,,1-Feb-2018,F.G. KONDEV and  S. JUUTINEN and  D.J. HARTLEY,2026-01-29
80,108,Hg,2,824.5,0.2,0+,0.0,0.0,,0+,0,824.5,0.2,,,E0,,,,,,,,,,,,,1-Feb-2018,F.G. KONDEV and  S. JUUTINEN and  D.J. HARTLEY,2026-01-29
80,108,Hg,3,881.1,0.08,2+,1.0,412.91,0.08,2+,0,468.2,0.1,66.0,3.0,M1+E2,,,,,,,,,,,0.1091,,1-Feb-2018,F.G. KONDEV and  S. JUUTINEN and  D.J. HARTLEY,2026-01-29
80,108,Hg,3,881.1,0.08,2+,0.0,0.0,,0+,1,881.1,0.1,100.0,13.0,E2,,,,,0.068,,,,,,0.00776,,1-Feb-2018,F.G. KONDEV and  S. JUUTINEN and  D.J. HARTLEY,2026-01-29
80,108,Hg,4,1004.89,0.1,4+,1.0,412.91,0.08,2+,0,592.1,0.1,100.0,,E2,,,,,75.0,,,,,,0.0181,,1-Feb-2018,F.G. KONDEV and  S. JUUTINEN and  D.J. HARTLEY,2026-01-29
